Portfolio,T,Ann. Mean,Ann. Cum,Ann. Vol,Sharpe,Min,Max
P(vw),144,0.11610896840263021,0.11142182753459484,0.1417472954542223,0.6958437414030544,-0.1306650921429245,0.12839401815392895
P(vw)_oos(0.5),144,0.1157285039096223,0.11100840641644805,0.14172803320327704,0.693253844627193,-0.13031106178407115,0.12881123166598388
