Portfolio,T,Ann. Mean,Ann. Cum,Ann. Vol,Sharpe,Min,Max
P(mv)_oos,144,0.0807873992642833,0.07703973991710167,0.1129463312483275,0.5605529508088455,-0.09100407119529941,0.08753959467548622
P(vw),144,0.11610896840263021,0.11142182753459484,0.1417472954542223,0.6958437414030544,-0.1306650921429245,0.12839401815392895
