Portfolio,T,Ann. Mean,Ann. Cum,Ann. Vol,Sharpe,Min,Max
P(mv)_oos,144,0.0807873992642833,0.07703973991710167,0.1129463312483275,0.5605529508088455,-0.09100407119529941,0.08753959467548622
P(mv)_oos(0.5),144,0.08033711733643725,0.07672396135857773,0.11163332262563883,0.5631124816309974,-0.08390013646723438,0.09131202454782192
