Portfolio,T,Ann. Mean,Ann. Cum,Ann. Vol,Sharpe,Min,Max
P(vw)_oos,144,0.11610896840263021,0.11142182753459484,0.1417472954542223,0.6958437414030544,-0.1306650921429245,0.12839401815392895
P(vw)_oos(NZ),144,0.11607172922736801,0.11138642524467945,0.1417135474659055,0.695746673415886,-0.13077024589172875,0.12839196254829283
