year,portfolio,ISIN,name,weight,CI,contribution
2014,VW,US26441C2044,DUKE ENERGY,0.002570191783087197,5480.120334986585,14.084960255311577
2014,VW,US8425871071,SOUTHERN,0.0019361987034042347,7081.40691753965,13.711010892018049
2014,VW,US0255371017,AMER.ELEC.PWR.,0.0012931524961912776,7989.841765969916,10.332083823837323
2014,VW,US65339F1012,NEXTERA ENERGY,0.002018880076401086,3279.865221987315,6.621654549951015
2014,VW,US25746U1097,DOMINION ENERGY,0.0019539999093198994,3002.2865853658536,5.866467715557229
2014,VW,US30231G1022,EXXON MOBIL,0.016900962809642883,297.24764059685276,5.0237713189815025
2014,VW,CH0012214059,HOLCIM,0.001022055626244107,4724.502667123674,4.82870453213904
2014,VW,US98389B1008,XCEL ENERGY,0.0007904397744383424,5278.798913686071,4.172572622639385
2014,VW,US6293775085,NRG ENERGY,0.00039652124166439563,9095.133953076582,3.6064138081779293
2014,VW,US9694571004,WILLIAMS,0.0014618877541229469,2345.5836734693876,3.4289800485156143
2015,MVP,US8425871071,SOUTHERN,0.04700229133496794,6552.2282991281745,307.9697434088439
2015,MVP,US26441C2044,DUKE ENERGY,0.00597825142137388,5634.273772204807,33.683105187092956
2015,MVP,US75281A1097,RANGE RES.,0.020295465909956133,1066.810540029385,21.651416947548277
2015,MVP,US69351T1060,PPL,0.007343646656287073,2369.5435189518016,17.401090339877104
2015,MVP,US6516391066,NEWMONT,0.029692960110603912,521.1190345584201,15.473566706019591
2015,MVP,US2091151041,CONSOLIDATED EDISON,0.05450561737429734,246.45870423407385,13.433383831547546
2015,MVP,US92939U1060,WEC ENERGY GROUP,0.0017412260282628513,6250.225130575734,10.883054679861045
2015,MVP,US69331C1080,PG&E,0.021966954346837396,286.7173785839672,6.298307565798902
2015,MVP,GB00B572ZV91,PHAROS ENERGY,0.006100056390398814,901.7972934358125,5.501014342667483
2015,MVP,US30231G1022,EXXON MOBIL,0.012031228767175902,312.53169866461235,3.7601403636280346
2015,VW,US8425871071,SOUTHERN,0.0019317502994000751,6552.2282991281745,12.657268978578497
2015,VW,US26441C2044,DUKE ENERGY,0.0022320167936808596,5634.273772204807,12.575793679756735
2015,VW,CH0012214059,HOLCIM,0.0013852019074558682,7256.528238876394,10.051756757998954
2015,VW,US0255371017,AMER.ELEC.PWR.,0.0012996796632016698,6022.326674500588,7.827095504005356
2015,VW,US65339F1012,NEXTERA ENERGY,0.002173203416339243,3282.6508644057585,7.133868073175563
2015,VW,US25746U1097,DOMINION ENERGY,0.0018290554737478977,2823.337809585076,5.164041474860983
2015,VW,US30231G1022,EXXON MOBIL,0.014739386452841006,312.53169866461235,4.606525485380575
2015,VW,US92939U1060,WEC ENERGY GROUP,0.0007357274934161906,6250.225130575734,4.5984624686053674
2015,VW,US98389B1008,XCEL ENERGY,0.0008277745646014329,4870.852382804983,4.031967710414246
2015,VW,US1667641005,CHEVRON,0.0076902568607110765,344.18919976011057,2.6469033548378453
2016,MVP,US8425871071,SOUTHERN,0.04047213916801061,5940.8771227628795,240.44000569250971
2016,MVP,US92939U1060,WEC ENERGY GROUP,0.004891414528698955,4903.393462817029,23.984530023950693
2016,MVP,GB00B572ZV91,PHAROS ENERGY,0.006793918175190672,1823.7946823276054,12.390711840081616
2016,MVP,US2091151041,CONSOLIDATED EDISON,0.04976687868258096,246.3756571610642,12.26134744027584
2016,MVP,US30231G1022,EXXON MOBIL,0.02605181402390351,443.3934377771209,11.551203380388786
2016,MVP,US6516391066,NEWMONT,0.027909121204058012,349.33367835425025,9.749595969848187
2016,MVP,US69331C1080,PG&E,0.023797750030761705,234.6533594724648,5.584221992604187
2016,MVP,US75281A1097,RANGE RES.,0.006838492530474902,358.8758267721866,2.454169660749603
2016,MVP,US1344291091,THE CAMPBELL S COMPANY,0.026492718434740176,50.401025384519194,1.3352601743342591
2016,MVP,US9311421039,WALMART,0.0836706019354537,12.672930537406923,1.06035172635103
2016,VW,US26441C2044,DUKE ENERGY,0.002292752050234065,5746.195490003836,13.174601490752034
2016,VW,US8425871071,SOUTHERN,0.0020668254040746964,5940.8771227628795,12.278755759812508
2016,VW,CH0012214059,HOLCIM,0.0013735736924864292,5495.156668431031,7.548002635848236
2016,VW,US0255371017,AMER.ELEC.PWR.,0.0013273225833510683,5652.395886514477,7.502552710211347
2016,VW,US30231G1022,EXXON MOBIL,0.016047160488903554,443.3934377771209,7.115205655736131
2016,VW,US65339F1012,NEXTERA ENERGY,0.0023932581220884614,2788.412951552495,6.673391944039668
2016,VW,US25746U1097,DOMINION ENERGY,0.0020235206460121344,3249.524950783189,6.575480827641348
2016,VW,US1667641005,CHEVRON,0.009526352203225489,509.0707145501666,4.849586923152553
2016,VW,US98389B1008,XCEL ENERGY,0.0008863783359532128,4783.987340373784,4.240422737981751
2016,VW,DE0006047004,HEIDELBERG MATERIALS,0.0007968117500741463,5069.09710795746,4.039116137887377
2017,MVP,US8425871071,SOUTHERN,0.04250823852446068,4902.206574185766,208.3841663516678
2017,MVP,US26441C2044,DUKE ENERGY,0.005565046478502577,5927.098447874071,32.98457834507969
2017,MVP,US92939U1060,WEC ENERGY GROUP,0.005887296580662901,3987.2596121676056,23.47417988092963
2017,MVP,GB00B572ZV91,PHAROS ENERGY,0.004970178175299679,2562.298324138649,12.735079209240856
2017,MVP,US30231G1022,EXXON MOBIL,0.02299469431495877,506.28297167853054,11.641822170616738
2017,MVP,US69331C1080,PG&E,0.047321916483895526,242.36380618136533,11.469119794833613
2017,MVP,US2091151041,CONSOLIDATED EDISON,0.043667239779103154,249.68944099378882,10.903248690186006
2017,MVP,US6516391066,NEWMONT,0.018272671778901482,461.92817761883475,8.440661975055074
2017,MVP,US69351T1060,PPL,0.0021939479524530374,3803.036184648131,8.343663450413578
2017,MVP,US75281A1097,RANGE RES.,0.017510992516178,398.94147635033386,6.9858612067636985
2017,VW,US26441C2044,DUKE ENERGY,0.002070773899566097,5927.098447874071,12.273680766016351
2017,VW,US8425871071,SOUTHERN,0.0016976389708925619,4902.206574185766,8.322176923703475
2017,VW,US65339F1012,NEXTERA ENERGY,0.002584257873882477,2739.844610091743,7.080465006844053
2017,VW,US30231G1022,EXXON MOBIL,0.012465257062739654,506.28297167853054,6.310947388460623
2017,VW,US0255371017,AMER.ELEC.PWR.,0.0012728620147332743,4808.299094633122,6.120301273034895
2017,VW,CH0012214059,HOLCIM,0.0012037762938195084,4816.907330020257,5.798478853403808
2017,VW,US1667641005,CHEVRON,0.008363697540550658,606.4226494334022,5.0719356216003595
2017,VW,US25746U1097,DOMINION ENERGY,0.0018348192178321027,2641.035358268723,4.845822430325546
2017,VW,CA1363851017,CANADIAN NATURAL RES.,0.0015361304820712637,2600.0802155037477,3.994062474865727
2017,VW,US98389B1008,XCEL ENERGY,0.0008592396943024683,4585.562489373536,3.9400973115741826
2018,MVP,US8425871071,SOUTHERN,0.04575215543306116,4438.898658330077,203.0891813675243
2018,MVP,US26441C2044,DUKE ENERGY,0.020928234100247217,4064.795889666879,85.06899994867109
2018,MVP,US3379321074,FIRSTENERGY,0.031325774541332216,2344.966255261468,73.45788421935285
2018,MVP,US1258961002,CMS ENERGY,0.02195725593425972,2580.949263253836,56.67056352660354
2018,MVP,US92939U1060,WEC ENERGY GROUP,0.0127908454841157,3533.8955350722363,45.201511746115344
2018,MVP,US98389B1008,XCEL ENERGY,0.006974701785611796,4451.803142004564,31.049999323731434
2018,MVP,US6516391066,NEWMONT,0.03488751991574405,239.11268372346217,8.342048515509294
2018,MVP,US69331C1080,PG&E,0.029506453685979876,240.18797782316895,7.087095443568496
2018,MVP,US2091151041,CONSOLIDATED EDISON,0.022643998232361885,254.96551151001412,5.773438591946004
2018,MVP,CA0084741085,AGNICO-EAGLE MNS. (NYS),0.01601718622512029,141.8324038172733,2.271756024697728
2018,VW,US26441C2044,DUKE ENERGY,0.002337842607090446,4064.795889666879,9.502853019989345
2018,VW,US65339F1012,NEXTERA ENERGY,0.0031569472817843023,2514.6301893554746,7.938554940978511
2018,VW,US8425871071,SOUTHERN,0.001717196891339396,4438.898658330077,7.622462977055023
2018,VW,US0255371017,AMER.ELEC.PWR.,0.0014008974985722132,4885.687816452619,6.844347840873212
2018,VW,US30034W1062,EVERGY,0.0005683489929200313,11568.616995001561,6.575011818586696
2018,VW,US25746U1097,DOMINION ENERGY,0.0017826634612370296,2867.023438741459,5.11093792675454
2018,VW,US30231G1022,EXXON MOBIL,0.010970873632044409,446.95187255968494,4.90345251345792
2018,VW,US98389B1008,XCEL ENERGY,0.0009620722054275375,4451.803142004564,4.2829560669575715
2018,VW,CH0012214059,HOLCIM,0.0009475115386054962,4351.6195640112355,4.123209748522064
2018,VW,US1667641005,CHEVRON,0.007899290002779086,504.5296374064209,3.9854259208702976
2019,MVP,US26441C2044,DUKE ENERGY,0.031554477409914114,3460.8870303005588,109.20648161588373
2019,MVP,US8425871071,SOUTHERN,0.027211928242250882,3754.5675675675675,102.16902322933109
2019,MVP,US4198701009,HAWAIIAN ELECTRIC INDS.,0.03540395520296781,1415.7237938807675,50.12222177833033
2019,MVP,US3379321074,FIRSTENERGY,0.022666294609636865,1607.5009324216321,36.43608971953468
2019,MVP,US29364G1031,ENTERGY,0.0022484492098011435,3122.117340626945,7.019922267439102
2019,MVP,CA0084741085,AGNICO-EAGLE MNS. (NYS),0.03181522762261341,206.0702897447234,6.556173174486272
2019,MVP,US2091151041,CONSOLIDATED EDISON,0.026489795021827144,235.6326497527762,6.2418605924010295
2019,MVP,US7607591002,REPUBLIC SVS.'A',0.003576205700363807,1657.5287075859735,5.927663612585612
2019,MVP,US6516391066,NEWMONT,0.01666107823860762,219.87508617123947,3.6633560134196133
2019,MVP,US03027X1000,AMERICAN TOWER,0.026091115104881313,91.44164728968697,2.3858145448151813
2019,VW,US65339F1012,NEXTERA ENERGY,0.0034761725182285864,3055.2554740061164,10.620595114907514
2019,VW,US8425871071,SOUTHERN,0.0019625028403823823,3754.5675675675675,7.368349515758923
2019,VW,US26441C2044,DUKE ENERGY,0.002030451514852596,3460.8870303005588,7.027163313407471
2019,VW,US0255371017,AMER.ELEC.PWR.,0.0013720150521125765,3999.599152861562,5.487510240142773
2019,VW,US25746U1097,DOMINION ENERGY,0.0020025764010474525,2379.0510998054765,4.764231589356434
2019,VW,CH0012214059,HOLCIM,0.001003386883318431,4379.201500017662,4.394033344526119
2019,VW,US98389B1008,XCEL ENERGY,0.001000148084632594,4170.95799704938,4.1715756518319385
2019,VW,DE0007037129,RWE,0.0005532235366145005,5972.554645944095,3.304157803852558
2019,VW,US30231G1022,EXXON MOBIL,0.008673417687780965,361.57690490169404,3.136107522467449
2019,VW,US0091581068,AIR PRDS.& CHEMS.,0.0015234028187132472,1857.3218761188684,2.8294493813372608
2020,MVP,US25746U1097,DOMINION ENERGY,0.029722743535782806,1996.255037211835,59.33417650306194
2020,MVP,US26441C2044,DUKE ENERGY,0.019553663493681962,2995.534112205431,58.57366601391034
2020,MVP,US3379321074,FIRSTENERGY,0.04130640699673225,1332.5489805165382,55.04281053229676
2020,MVP,US0236081024,AMEREN,0.012291418590705138,4358.585448392555,53.57319820954914
2020,MVP,US4198701009,HAWAIIAN ELECTRIC INDS.,0.035427652670520414,1343.7680568538033,47.606547987956674
2020,MVP,US1258961002,CMS ENERGY,0.01933887677776006,2167.2404674945215,41.911996348651655
2020,MVP,US65473P1057,NISOURCE,0.016885439822312148,1396.0874656837336,23.57355088848696
2020,MVP,US92939U1060,WEC ENERGY GROUP,0.008728790730051195,2641.4642899868404,23.056789008198393
2020,MVP,US7607591002,REPUBLIC SVS.'A',0.007610571025698311,1554.0135347690157,11.826930381256085
2020,MVP,US8425871071,SOUTHERN,0.001612629254725011,3506.7921938465847,5.655155682038305
2020,VW,US65339F1012,NEXTERA ENERGY,0.003972879081968511,2345.0586162021473,9.316634322299535
2020,VW,US8425871071,SOUTHERN,0.0017059025082066478,3506.7921938465847,5.982245599242382
2020,VW,US26441C2044,DUKE ENERGY,0.0017712404892858168,2995.534112205431,5.3058113065751025
2020,VW,FI0009007132,FORTUM,0.0005628154899671475,8142.675720983548,4.582824025548952
2020,VW,DE0007037129,RWE,0.0007518484898790566,4837.023653941413,3.636708929725128
2020,VW,CH0012214059,HOLCIM,0.0008905171300892607,3976.1704490289285,3.5408478970149684
2020,VW,US0255371017,AMER.ELEC.PWR.,0.0010869703065633474,3190.1070597761127,3.46755164873474
2020,VW,US25746U1097,DOMINION ENERGY,0.0016126131538910108,1996.255037211835,3.2191871315289946
2020,VW,US98389B1008,XCEL ENERGY,0.0009208460405039814,3371.8548364708945,3.104959175318423
2020,VW,US0091581068,AIR PRDS.& CHEMS.,0.0015891568899177046,1910.699919549477,3.0364019417172554
2021,MVP,US3379321074,FIRSTENERGY,0.04452705591462065,1474.8697868396664,65.67160946539447
2021,MVP,US1258961002,CMS ENERGY,0.017923663709075235,2628.4694610778442,47.1118026899335
2021,MVP,US65339F1012,NEXTERA ENERGY,0.018220171504171476,2400.30467554548,43.73396285070332
2021,MVP,US1270971039,COTERRA ENERGY,0.04027286311310556,1078.3186974281607,43.42698129382661
2021,MVP,US65473P1057,NISOURCE,0.010587549698926908,1766.6480124741013,18.70447363257999
2021,MVP,US4198701009,HAWAIIAN ELECTRIC INDS.,0.013059670343382776,1430.5375468790883,18.682348776072377
2021,MVP,US7607591002,REPUBLIC SVS.'A',0.004283086181249796,1526.4703159470532,6.538003916320833
2021,MVP,NL0009432491,KONINKLIJKE VOPAK,0.02160509141009902,225.14152297796622,4.864203184147869
2021,MVP,US2091151041,CONSOLIDATED EDISON,0.021201582647634283,227.5028580761065,4.823420648073585
2021,MVP,US25746U1097,DOMINION ENERGY,0.0013155177797832185,2236.8981795088907,2.9426793267086593
2021,VW,US65339F1012,NEXTERA ENERGY,0.003855947478571868,2400.30467554548,9.255448761473861
2021,VW,US8425871071,SOUTHERN,0.001530198886777805,4047.3823312883437,6.193299937701581
2021,VW,US26441C2044,DUKE ENERGY,0.001699106176958687,3309.8709569297803,5.62382218785555
2021,VW,US0255371017,AMER.ELEC.PWR.,0.0009444559214076361,3765.760632771391,3.556594928224707
2021,VW,CH0012214059,HOLCIM,0.0006619338327795355,4621.6670352996325,3.0592377745067187
2021,VW,DE0007037129,RWE,0.0005786327637510374,5277.980738103437,3.054012581513532
2021,VW,US25746U1097,DOMINION ENERGY,0.0013397119283581644,2236.8981795088907,2.9967991736107233
2021,VW,US30231G1022,EXXON MOBIL,0.005453959608015806,543.1921780326363,2.9625481983801287
2021,VW,US1667641005,CHEVRON,0.0047626055580665015,603.3597611965577,2.8735645521884026
2021,VW,US98389B1008,XCEL ENERGY,0.0007677874541425524,3427.03453062641,2.631234117528268
2022,MVP,US3379321074,FIRSTENERGY,0.03652384167966251,1485.4136722960834,54.25301379574824
2022,MVP,US25746U1097,DOMINION ENERGY,0.019338932942876242,2198.892795760527,42.524240325786494
2022,MVP,US8425871071,SOUTHERN,0.010573676538078539,3672.1801583524425,38.82844518396875
2022,MVP,US1258961002,CMS ENERGY,0.012715150870182759,2411.6285987174238,30.664221475539478
2022,MVP,US1270971039,COTERRA ENERGY,0.03520846246141964,421.50272479564035,14.840462863353396
2022,MVP,ES0112501012,EBRO FOODS,0.05382306943855498,62.61810306374073,3.3702985093103095
2022,MVP,US65339F1012,NEXTERA ENERGY,0.0011451272393060775,2459.7796590309918,2.816760690247404
2022,MVP,US6516391066,NEWMONT,0.011607650057882281,144.8190967108493,1.6810093963181494
2022,MVP,DE0007042301,RHOEN-KLINIKUM,0.052635048384503585,25.472848913123087,1.3407646350333833
2022,MVP,US4404521001,HORMEL FOODS,0.02461552008817458,53.070830618076094,1.3063660971753628
2022,VW,US65339F1012,NEXTERA ENERGY,0.004188097665980762,2459.7796590309918,10.30179744881465
2022,VW,US8425871071,SOUTHERN,0.0019598941775541387,3672.1801583524425,7.197084511284787
2022,VW,US26441C2044,DUKE ENERGY,0.0019993907719205897,3110.770211579073,6.219645254596659
2022,VW,US30231G1022,EXXON MOBIL,0.0114508686522511,346.95618232547383,3.9729496718954853
2022,VW,US0255371017,AMER.ELEC.PWR.,0.001230040253384903,3048.624940447832,3.7499313942239865
2022,VW,US1667641005,CHEVRON,0.008749679649995148,340.60383275709165,2.9801744241850754
2022,VW,US25746U1097,DOMINION ENERGY,0.0012881515675416766,2198.892795760527,2.8325072017150226
2022,VW,US98389B1008,XCEL ENERGY,0.0009672552572929555,2826.297371751917,2.7337509915003047
2022,VW,US69351T1060,PPL,0.0005424031059616195,4686.330797164102,2.541880379945401
2022,VW,US0091581068,AIR PRDS.& CHEMS.,0.0017251321020143845,1453.1164320965088,2.506817804974293
2023,MVP,US3379321074,FIRSTENERGY,0.02857235568342169,1220.5926639377158,34.87520773860361
2023,MVP,US1258961002,CMS ENERGY,0.015659639644838394,1871.0829455560727,29.300484673010875
2023,MVP,US65339F1012,NEXTERA ENERGY,0.007774460007617568,2017.4936533689636,15.684923723739269
2023,MVP,US26441C2044,DUKE ENERGY,0.005228832354545693,2538.236929922136,13.272015382679594
2023,MVP,US8425871071,SOUTHERN,0.0037756164167213765,2707.200519143413,10.221350723434504
2023,MVP,US1270971039,COTERRA ENERGY,0.03794105615697678,142.78011351692243,5.417228305045073
2023,MVP,ES0112501012,EBRO FOODS,0.046186049081401254,51.98187901293657,2.4008376154349502
2023,MVP,US4404521001,HORMEL FOODS,0.03827248244770772,50.48976863155447,1.9323687837399923
2023,MVP,DE0007042301,RHOEN-KLINIKUM,0.06662432035980648,23.813617171895938,1.5865660593861837
2023,MVP,CA8029121057,SAPUTO,0.028247620590357996,39.96967565902734,1.1290482331358715
2023,VW,US65339F1012,NEXTERA ENERGY,0.0026307968942412135,2017.4936533689636,5.307616037434429
2023,VW,US8425871071,SOUTHERN,0.0016144006754394036,2707.200519143413,4.370506346655031
2023,VW,US26441C2044,DUKE ENERGY,0.0015788439800490002,2538.236929922136,4.007480096745621
2023,VW,CH0012214059,HOLCIM,0.0009589741992345497,2306.2190125194033,2.2116045307902885
2023,VW,US0255371017,AMER.ELEC.PWR.,0.0009016606872040441,2207.344229741083,1.9902755150842262
2023,VW,US30231G1022,EXXON MOBIL,0.008435667231047016,230.76440709851383,1.9466517470529265
2023,VW,US98389B1008,XCEL ENERGY,0.0007211938653109989,2363.1613324624427,1.7042974557120796
2023,VW,US0091581068,AIR PRDS.& CHEMS.,0.0012844860431866303,1312.2034924800646,1.6855070719113954
2023,VW,CA87807B1076,TC ENERGY,0.0008597282240605953,1856.4767026216534,1.596065418554784
2023,VW,US25746U1097,DOMINION ENERGY,0.000830261039186196,1719.094212181204,1.4272969470645414
2024,MVP,US1258961002,CMS ENERGY,0.018915601555915183,2155.4313856874833,40.77128127277857
2024,MVP,US3379321074,FIRSTENERGY,0.03162924472902234,1089.256721056721,34.45236740303545
2024,MVP,US98389B1008,XCEL ENERGY,0.01457245892013359,2299.028579473462,33.50249953059011
2024,MVP,US1270971039,COTERRA ENERGY,0.03657379672799824,207.13177339901478,7.575595376205359
2024,MVP,US30034W1062,EVERGY,0.0008738479227447978,4253.5189354053955,3.7169286860596684
2024,MVP,ES0112501012,EBRO FOODS,0.05472149995168342,57.873984318117834,3.166951230067612
2024,MVP,US4404521001,HORMEL FOODS,0.04538528847571895,51.52782288030854,2.3386051059485546
2024,MVP,DE0007042301,RHOEN-KLINIKUM,0.0797889091995733,17.34019614662308,1.3835553358456996
2024,MVP,CA8029121057,SAPUTO,0.033163959019878335,39.70244148241003,1.3166901423117638
2024,MVP,GB0001667087,CAMELLIA,0.002468575057077254,426.01200009284406,1.0516425974447878
2024,VW,US8425871071,SOUTHERN,0.0016739665297447895,3138.3630459747355,5.253514697149615
2024,VW,US65339F1012,NEXTERA ENERGY,0.0027360446607795027,1503.8271679590239,4.1145382936294475
2024,VW,US26441C2044,DUKE ENERGY,0.0015516529901428036,2512.7322780454233,3.8988885526575197
2024,VW,US30231G1022,EXXON MOBIL,0.008690326415259984,271.8877073890713,2.3627929255077236
2024,VW,CH0012214059,HOLCIM,0.001036067225637099,2275.483783876986,2.357554170943637
2024,VW,US0255371017,AMER.ELEC.PWR.,0.0009121787634995507,2470.745747354114,2.253761800743249
2024,VW,US29364G1031,ENTERGY,0.0006044835160508251,3555.052878753104,2.1489708638952836
2024,VW,US25746U1097,DOMINION ENERGY,0.0008396660709898615,2051.2557493225872,1.7223698556290612
2024,VW,CA87807B1076,TC ENERGY,0.000897276574020936,1886.9977475043565,1.6931588740659322
2024,VW,US98389B1008,XCEL ENERGY,0.0007195874143920289,2299.028579473462,1.6543520311166875
