portfolio,start_date,end_date,n_months,ann_mean_return,ann_volatility,sharpe_ratio,min_monthly_return,max_monthly_return
MVP_long_only_OOS,2014-01,2025-10,54,0.09653096932445393,0.11050509785329964,0.8735431323956023,-0.06186280881032198,0.07511004751106118
VW_benchmark,2014-01,2025-10,54,0.1557581977107902,0.1382851603202316,1.126355115401361,-0.07818106311506251,0.1287795850144521
